Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage
65,2.532082587647967,Urban,Regular,77,4.36,Afternoon,Economy,170,430.385487919734,1.625,1.1,6.6467983013752985,78.75
61,3.552852430579554,Rural,Gold,21,3.85,Morning,Premium,126,604.273047008686,1.525,1.4615384615384615,7.206252399918586,122.88461538461534
46,2.4261372562229817,Suburban,Silver,67,4.22,Evening,Premium,47,243.5250631593867,1.15,1.2222222222222223,5.838569760851499,40.55555555555557
73,4.301206278525733,Urban,Regular,7,4.22,Night,Economy,45,176.2144067384048,1.825,0.76,5.554017296038141,46.0
86,4.277580391897415,Urban,Regular,99,3.51,Night,Economy,130,471.4796320940979,1.0617283950617284,0.7755102040816326,5.99512446759585,-15.061728395061728
75,2.179864811772348,Suburban,Gold,100,4.13,Morning,Economy,134,453.3769493913552,1.875,1.5714285714285714,7.198065991515741,194.6428571428571
39,3.675352035949153,Suburban,Silver,12,4.24,Evening,Economy,97,251.1073064574406,0.975,1.3103448275862069,5.773965135070979,27.75862068965515
33,2.033671478440892,Rural,Gold,90,4.81,Night,Premium,139,521.8019208244536,0.825,1.8333333333333333,6.672318227861624,51.25000000000001
40,3.675352035949153,Suburban,Silver,6,4.94,Night,Premium,71,346.4926515319707,1.0,1.3103448275862069,6.120352041044956,31.03448275862069
54,3.888709293786176,Suburban,Silver,66,4.4,Night,Economy,77,234.0714535105622,1.35,1.0857142857142856,5.84087963280017,46.57142857142858
53,3.552852430579554,Urban,Gold,54,4.6,Night,Premium,52,184.0244513007148,1.325,1.4615384615384615,5.8787728567371875,93.65384615384613
81,3.8556285521874916,Urban,Silver,98,3.55,Afternoon,Premium,164,554.8869659163038,2.025,1.1176470588235294,7.136355726723837,126.32352941176472
45,3.262991278058612,Urban,Regular,80,4.73,Morning,Economy,63,192.61977241404605,1.125,1.9,6.02278093867785,113.74999999999997
20,2.4261372562229817,Urban,Silver,77,3.91,Evening,Economy,89,227.796524806166,0.5,1.2222222222222223,5.410459543815159,-2.2222222222222157
47,3.367537919264461,Rural,Silver,11,4.8,Afternoon,Premium,119,416.601648993299,1.175,1.7272727272727273,6.741124357492476,102.95454545454548
33,3.148466777251928,Urban,Gold,90,3.61,Evening,Premium,146,671.7128294096442,0.825,2.111111111111111,7.065527830097928,74.16666666666667
78,4.455169217628585,Rural,Silver,5,4.82,Morning,Premium,127,552.6397714448676,1.95,0.6666666666666666,6.760551464410867,56.000000000000014
26,2.7188773334623453,Rural,Silver,9,3.75,Afternoon,Economy,115,321.37240510655704,0.65,3.1666666666666665,6.7033640809109505,153.33333333333331
62,3.316399554147018,Rural,Regular,61,4.57,Night,Economy,56,215.4338699200544,1.55,1.8095238095238095,6.405626248896936,180.4761904761905
84,4.495900117373556,Suburban,Silver,67,4.27,Morning,Premium,164,758.9961232252967,1.037037037037037,0.6440677966101694,6.446807596750293,-17.037037037037038
49,2.3095478330554635,Urban,Regular,1,4.06,Afternoon,Premium,157,694.4247148756359,1.225,1.375,7.065332905074482,68.43750000000003
34,3.367537919264461,Suburban,Gold,34,3.64,Morning,Economy,176,617.3632185255483,0.85,1.7272727272727273,6.81058496812501,46.81818181818183
49,3.713594492099215,Rural,Silver,86,3.62,Afternoon,Premium,69,328.63536897966003,1.225,1.2666666666666666,6.236237580577782,55.16666666666667
83,4.301206278525733,Rural,Regular,7,3.66,Evening,Premium,100,376.3000600585162,1.0246913580246915,0.76,5.7348712891745315,-18.024691358024672
88,1.8659927139402679,Urban,Silver,89,3.59,Night,Economy,27,70.20380336705749,1.0864197530864197,2.2,5.128689446677039,139.01234567901236
90,4.716018835809685,Suburban,Gold,88,3.84,Morning,Economy,167,451.6848649701074,1.1111111111111112,0.5352112676056338,5.997689277590026,-11.11111111111111
65,1.8659927139402679,Rural,Silver,24,3.54,Night,Economy,119,301.40392677127403,1.625,2.2,6.983344118160478,257.5
73,3.635872280930758,Urban,Silver,22,4.57,Afternoon,Economy,53,153.39607111804412,1.825,1.3571428571428572,5.942613524715134,147.67857142857142
85,4.554628085540133,Suburban,Silver,54,3.78,Morning,Economy,114,339.66230419418656,1.0493827160493827,0.6129032258064516,5.656511259980361,-16.049382716049372
65,3.5950703941493902,Rural,Gold,62,3.54,Night,Premium,162,733.4425366578176,1.625,1.4074074074074074,7.4256023421722706,128.70370370370375
74,4.09832769608397,Urban,Gold,88,3.5,Evening,Economy,77,203.8363809804033,1.85,0.9047619047619048,5.8353464876275085,67.3809523809524
41,2.179864811772348,Rural,Gold,68,4.3,Evening,Premium,66,284.5088586099128,1.025,1.5714285714285714,6.129621904945761,61.07142857142854
79,3.4165954829189302,Urban,Gold,88,3.88,Night,Economy,164,492.1134583590864,1.975,1.6521739130434783,7.381992192014164,226.30434782608694
53,2.179864811772348,Urban,Silver,64,4.55,Night,Premium,10,86.19117981050438,1.325,1.5714285714285714,5.195522165384177,108.21428571428568
35,2.880009005515603,Urban,Silver,74,5.0,Night,Premium,175,727.8809447636283,0.875,2.7142857142857144,7.455713231251279,137.50000000000003
53,4.041974204165416,Rural,Gold,79,3.66,Evening,Premium,30,158.65264164620277,1.325,0.95,5.301831248986372,25.874999999999993
36,3.4165954829189302,Urban,Silver,42,4.66,Morning,Economy,14,44.52503661261306,0.9,1.6521739130434783,4.207774337237798,48.69565217391307
38,3.509113973502143,Urban,Regular,2,4.24,Morning,Premium,128,452.4258268814717,0.95,1.52,6.483570384939188,44.39999999999999
52,3.920923861501161,Rural,Silver,1,4.52,Morning,Premium,36,152.64047921471024,1.3,1.0555555555555556,5.349279729732,37.22222222222222
91,4.592314111729054,Suburban,Regular,26,4.56,Morning,Premium,96,420.2245689053783,1.123456790123457,0.59375,5.936700278618457,-10.123456790123436
87,1.8659927139402679,Urban,Silver,59,4.32,Night,Economy,42,151.35930066309265,1.0740740740740742,2.2,5.8823648872409935,136.29629629629633
96,3.262991278058612,Suburban,Gold,88,3.6,Evening,Premium,71,242.27196569085137,1.1851851851851851,1.9,6.303645142448993,125.18518518518513
83,4.495900117373556,Urban,Gold,8,4.85,Morning,Economy,31,119.0485543701777,1.0246913580246915,0.6440677966101694,4.590974095415116,-18.024691358024686
48,3.4165954829189302,Rural,Gold,0,4.46,Afternoon,Economy,174,472.56954081275165,1.2,1.6521739130434783,6.84366517026945,98.26086956521736
65,3.207096731201231,Suburban,Silver,24,4.59,Evening,Economy,96,334.6493506052282,1.625,2.0,6.992657289833844,225.00000000000006
79,3.675352035949153,Suburban,Silver,0,4.86,Morning,Economy,127,406.0855256604135,1.975,1.3103448275862069,6.958373613420749,158.79310344827587
100,3.367537919264461,Suburban,Silver,45,4.23,Night,Premium,141,551.365137615676,1.2345679012345678,1.7272727272727273,7.070512168099413,113.24354657687992
73,4.573611689454387,Suburban,Silver,25,4.19,Afternoon,Economy,129,534.0181945871103,1.825,0.6031746031746031,6.6601481241025,46.00000000000001
79,4.646816403133967,Rural,Gold,56,4.01,Evening,Premium,151,501.2363000548165,1.975,0.5671641791044776,6.675764397819781,58.00000000000001
88,4.413074286717208,Rural,Regular,56,4.0,Night,Premium,26,159.60691863182956,1.0864197530864197,0.6909090909090909,4.939641044793154,-13.086419753086414
76,3.8556285521874916,Suburban,Silver,10,4.92,Morning,Economy,103,359.8010509571677,1.9,1.1176470588235294,6.639938726085897,112.3529411764706
49,3.713594492099215,Suburban,Silver,80,3.74,Night,Economy,85,348.6695624527248,1.225,1.2666666666666666,6.295300941307369,55.166666666666686
100,4.592314111729054,Rural,Regular,7,4.89,Night,Premium,115,490.5040759704239,1.2345679012345678,0.59375,6.185073144290425,-1.2345679012345745
87,3.552852430579554,Rural,Gold,63,4.2,Morning,Premium,118,485.683239513509,1.0740740740740742,1.4615384615384615,6.637815970143523,56.98005698005699
22,1.8659927139402679,Rural,Silver,93,4.85,Evening,Economy,99,424.9275101964327,0.55,2.2,6.618568632487241,76.00000000000001
21,2.629200764425884,Rural,Silver,23,3.76,Afternoon,Economy,12,40.442890652890384,0.525,1.0,3.5071870750155463,-20.000000000000004
93,4.455169217628585,Suburban,Regular,34,4.89,Morning,Premium,80,258.424915281181,1.1481481481481481,0.6666666666666666,5.473815993051649,-8.148148148148152
28,2.9530197178004727,Rural,Gold,90,4.25,Night,Premium,177,511.929390993806,0.7,2.533333333333333,6.94554249633851,102.66666666666666
97,2.179864811772348,Urban,Silver,22,3.74,Afternoon,Premium,147,441.74670095471794,1.1975308641975309,1.5714285714285714,6.724185811424106,88.18342151675485
48,2.7188773334623453,Urban,Silver,51,4.63,Night,Premium,32,175.5180543386476,1.2,3.1666666666666665,6.504241176155132,279.99999999999994
70,3.9523174472404716,Urban,Silver,10,3.65,Night,Premium,168,658.5834276725151,1.75,1.027027027027027,7.07721971492152,79.72972972972973
78,2.7188773334623453,Rural,Silver,99,4.3,Afternoon,Economy,95,299.2909931126892,1.95,3.1666666666666665,7.522466147262682,517.5
25,2.179864811772348,Rural,Regular,24,3.85,Evening,Premium,144,494.8027992189699,0.625,1.5714285714285714,6.434607198699872,25.714285714285722
24,2.4261372562229817,Urban,Gold,6,4.05,Afternoon,Premium,69,223.51901195083732,0.6,1.2222222222222223,5.391588754866777,-2.2222222222222103
92,3.9523174472404716,Rural,Silver,7,4.92,Morning,Premium,103,434.5710508212173,1.1358024691358024,1.027027027027027,6.230337851209844,16.649983316649973
43,3.8216325754759755,Rural,Gold,16,4.01,Morning,Premium,159,630.4284012724294,1.075,1.1515151515151516,6.6610794339493795,23.78787878787881
96,3.4165954829189302,Urban,Gold,8,4.23,Morning,Premium,90,445.1254111184949,1.1851851851851851,1.6521739130434783,6.771493684568329,95.81320450885667
88,4.203894362080723,Rural,Gold,35,4.89,Afternoon,Premium,72,361.98552095653855,1.0864197530864197,0.8260869565217391,5.786510027836846,-10.252281266774018
83,4.12557214693203,Suburban,Regular,20,3.59,Morning,Economy,63,267.28219711727195,1.0246913580246915,0.8837209302325582,5.4932056368409015,-9.445879988515642
50,3.675352035949153,Urban,Regular,2,4.81,Morning,Economy,143,518.9547629602604,1.25,1.3103448275862069,6.7464263608401955,63.793103448275836
97,4.781642782060172,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934491747886,1.1975308641975309,0.5066666666666667,6.314158247791354,-4.197530864197521
84,3.4637385108011927,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162449335,1.037037037037037,1.5833333333333333,6.3539823706136165,64.19753086419749
68,4.041974204165416,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,1.7,0.95,6.113603571548472,61.499999999999986
77,3.713594492099215,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,1.925,1.2666666666666666,7.428235928168868,143.83333333333331
82,4.646816403133967,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,1.0123456790123457,0.5671641791044776,4.2889106522799825,-19.012345679012334
21,2.3095478330554635,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,0.525,1.375,6.529383778444313,10.000000000000007
75,3.4637385108011927,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,1.875,1.5833333333333333,6.818106969026324,196.87499999999997
61,2.4261372562229817,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,1.525,1.2222222222222223,5.775650548732741,86.38888888888889
90,2.8021934018688746,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,1.1111111111111112,2.923076923076923,7.275067043615554,224.7863247863248
100,3.316399554147018,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,1.2345679012345678,1.8095238095238095,7.126968013033921,123.3980011757789
93,3.7506765155716404,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,1.1481481481481481,1.2258064516129032,6.216778620262611,40.74074074074075
92,2.880009005515603,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,1.1358024691358024,2.7142857142857144,7.28986095252939,208.28924162257496
61,2.7188773334623453,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,1.525,3.1666666666666665,7.941450687946721,382.9166666666665
53,2.7188773334623453,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,1.325,3.1666666666666665,7.93188865301432,319.58333333333326
55,3.316399554147018,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,1.375,1.8095238095238095,7.165098938441838,148.8095238095238
57,4.178331127370225,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,1.425,0.8444444444444444,6.172860634142864,20.333333333333343
34,2.3095478330554635,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,0.85,1.375,6.119431480809664,16.875
50,2.629200764425884,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,1.25,1.0,6.606481381338765,25.000000000000007
35,3.367537919264461,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,0.875,1.7272727272727273,6.788821353162181,51.136363636363654
43,2.880009005515603,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,1.075,2.7142857142857144,7.546671131493863,191.7857142857143
50,3.509113973502143,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,1.25,1.52,7.257738932255471,90.0
55,3.207096731201231,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,1.375,2.0,7.3313998947992065,175.00000000000003
93,4.646816403133967,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,1.1481481481481481,0.5671641791044776,5.9528821246661225,-8.148148148148156
94,4.681889739291295,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,1.1604938271604939,0.5507246376811594,4.519589489261905,-7.16049382716048
70,4.515781739560532,Urban,Regular,57,4.05,Afternoon,Premium,43,193.0891119987856,1.75,0.6333333333333333,5.603316467983386,40.000000000000014
36,3.509113973502143,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,0.9,1.52,6.5142544643202775,36.80000000000001
37,2.4261372562229817,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,0.925,1.2222222222222223,6.138134703947404,13.05555555555557
68,4.203894362080723,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,1.7,0.8260869565217391,6.239124744081833,40.43478260869564
77,2.9530197178004727,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,1.925,2.533333333333333,7.017522383515569,387.66666666666663
27,2.7188773334623453,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,0.675,3.1666666666666665,7.434334727606623,153.33333333333331
90,4.434298078127612,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,1.1111111111111112,0.6785714285714286,5.90194750985311,-11.111111111111102
46,3.4165954829189302,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,1.15,1.6521739130434783,7.208449772902698,89.99999999999999
96,4.859182957080875,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,1.1851851851851851,0.475,5.1299860407565525,-5.185185185185179
80,2.033671478440892,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,2.0,1.8333333333333333,5.611438331021721,266.6666666666667
80,3.7506765155716404,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027600530253,2.0,1.2258064516129032,6.869819229153232,145.16129032258064
64,3.509113973502143,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,1.6,1.52,6.018739171117195,143.20000000000002
57,4.09832769608397,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,1.425,0.9047619047619048,6.630872717358038,28.92857142857143
52,2.179864811772348,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,1.3,1.5714285714285714,7.050236338588634,104.28571428571428
69,4.434298078127612,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,1.725,0.6785714285714286,6.188755886324698,38.000000000000014
67,4.391485425238363,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,1.675,0.7037037037037037,6.3234842062578736,34.00000000000002
25,2.179864811772348,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,0.625,1.5714285714285714,5.551906661477133,25.714285714285722
80,3.888709293786176,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,2.0,1.0857142857142856,6.544058076399482,117.14285714285711
73,2.033671478440892,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,1.825,1.8333333333333333,7.10033248504511,234.5833333333333
24,2.033671478440892,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,0.6,1.8333333333333333,6.344403066340914,46.66666666666669
37,2.880009005515603,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,0.925,2.7142857142857144,6.776359844404211,151.0714285714286
27,2.033671478440892,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,0.675,1.8333333333333333,6.980111120053094,46.666666666666664
23,2.629200764425884,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,0.575,1.0,5.62017513991417,-20.0
42,2.3095478330554635,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,1.05,1.375,6.7648548082786295,44.375
74,4.012805430898135,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,1.85,0.9743589743589743,6.773996580919248,80.25641025641026
68,3.713594492099215,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,1.7,1.2666666666666666,7.1328272122666,115.33333333333333
59,2.4261372562229817,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,1.475,1.2222222222222223,6.992770198572448,80.27777777777781
89,4.781642782060172,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,1.0987654320987654,0.5066666666666667,5.7872249227329275,-12.09876543209876
81,3.888709293786176,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,2.025,1.0857142857142856,7.352135686179523,119.85714285714283
33,2.3095478330554635,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,0.825,1.375,5.457442672486516,13.437499999999991
75,3.635872280930758,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,1.875,1.3571428571428572,7.463341532927286,154.46428571428572
87,4.253498873599125,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,1.0740740740740742,0.7916666666666666,5.967332722477954,-14.074074074074064
56,3.9523174472404716,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,1.4,1.027027027027027,6.387266603563176,43.78378378378376
75,3.7866679764325752,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,1.875,1.1875,6.889261949726609,122.65625
99,4.391485425238363,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407113776789,1.2222222222222223,0.7037037037037037,5.469202601323232,-2.222222222222217
33,3.021796196582768,Rural,Regular,81,4.08,Afternoon,Premium,50,201.29253189374316,0.825,2.375,5.979917016976103,95.93749999999997
41,3.635872280930758,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,1.025,1.3571428571428572,5.727195745941145,39.10714285714284
55,3.207096731201231,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,1.375,2.0,7.567351825893333,175.0
93,4.324393838974099,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,1.1481481481481481,0.7450980392156863,5.98461308997539,-8.14814814814815
54,3.888709293786176,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,1.35,1.0857142857142856,6.529838168000128,46.571428571428584
34,3.262991278058612,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,0.85,1.9,6.579083244132705,61.50000000000001
86,3.148466777251928,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,1.0617283950617284,2.111111111111111,6.8986124562253055,124.14266117969824
85,3.5950703941493902,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,1.0493827160493827,1.4074074074074074,6.897524738030448,47.69090077732054
74,1.8659927139402679,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,1.85,2.2,7.274720562870965,307.0
63,4.369518402421608,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789,1.575,0.7169811320754716,6.426549589272494,26.00000000000001
55,2.8021934018688746,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248,1.375,2.923076923076923,6.797443071746259,301.9230769230769
100,4.628908621610151,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849,1.2345679012345678,0.5757575757575758,6.011674031346052,-1.234567901234574
51,3.5950703941493902,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265,1.275,1.4074074074074074,6.743310853077946,79.44444444444441
37,2.532082587647967,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832,0.925,1.1,5.215418403321606,1.7499999999999996
99,4.716018835809685,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364,1.2222222222222223,0.5352112676056338,5.71388613047781,-2.2222222222222134
54,3.4637385108011927,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152,1.35,1.5833333333333333,6.4857745785709895,113.75000000000004
30,2.179864811772348,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583,0.75,1.5714285714285714,5.646098340621977,25.71428571428571
84,4.434298078127612,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994935,1.037037037037037,0.6785714285714286,4.440929870276339,-17.037037037037038
49,2.880009005515603,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331,1.225,2.7142857142857144,7.653198978120384,232.50000000000006
86,2.532082587647967,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356,1.0617283950617284,1.1,4.309884592300252,16.79012345679015
48,3.4637385108011927,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972,1.2,1.5833333333333333,5.1696824774091,90.0
67,3.148466777251928,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926414302,1.675,2.111111111111111,5.936031051597588,253.61111111111114
100,3.021796196582768,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985,1.2345679012345678,2.375,7.40545965637538,193.20987654320984
79,2.179864811772348,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284,1.975,1.5714285714285714,6.910893778705421,210.35714285714286
99,2.4261372562229817,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586,1.2222222222222223,1.2222222222222223,6.081543973632561,49.382716049382736
34,3.4637385108011927,Urban,Silver,3,4.41,Morning,Economy,97,242.75171700488076,0.85,1.5833333333333333,5.7921087859517035,34.583333333333314
54,3.316399554147018,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407,1.35,1.8095238095238095,6.987164601480379,144.28571428571433
77,4.12557214693203,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143,1.925,0.8837209302325582,6.758114554164614,70.11627906976746
80,3.316399554147018,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677,2.0,1.8095238095238095,7.449932944890339,261.9047619047619
74,4.391485425238363,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942,1.85,0.7037037037037037,6.818709095814646,48.000000000000014
57,3.982931771429641,Urban,Regular,31,3.97,Morning,Premium,64,294.8553699465021,1.425,1.0,6.043033946037858,42.50000000000001
97,4.628908621610151,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467,1.1975308641975309,0.5757575757575758,6.5342994775015795,-4.19753086419753
52,2.880009005515603,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728,1.3,2.7142857142857144,6.849117373624923,252.85714285714283
51,3.9523174472404716,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268,1.275,1.027027027027027,6.220608091013548,30.945945945945923
87,4.347159404140977,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411,1.0740740740740742,0.7307692307692307,5.437799066050803,-14.074074074074062
91,4.09832769608397,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713,1.123456790123457,0.9047619047619048,5.837531443937833,1.646090534979446
85,3.8556285521874916,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701,1.0493827160493827,1.1176470588235294,6.80023384013362,17.28395061728396
57,3.316399554147018,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441,1.425,1.8095238095238095,7.325800914117165,157.85714285714286
28,2.3095478330554635,Urban,Regular,67,3.78,Afternoon,Premium,58,305.2426676647312,0.7,1.375,5.819391101869302,10.000000000000009
58,3.713594492099215,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416,1.45,1.2666666666666666,6.156710346501081,83.66666666666664
31,2.4261372562229817,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391,0.775,1.2222222222222223,6.113183104369267,-2.22222222222221
27,2.629200764425884,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253,0.675,1.0,6.145038977093917,-19.999999999999993
90,4.781642782060172,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413,1.1111111111111112,0.5066666666666667,6.0427311997779105,-11.111111111111102
54,2.3095478330554635,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938,1.35,1.375,6.971226556030847,85.62500000000003
23,2.4261372562229817,Suburban,Silver,50,3.84,Evening,Premium,34,192.3850221961644,0.575,1.2222222222222223,5.242327796007035,-2.222222222222215
94,4.592314111729054,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852,1.1604938271604939,0.59375,6.539238107031263,-7.160493827160486
86,3.262991278058612,Suburban,Silver,51,3.75,Morning,Premium,110,412.25746306035046,1.0617283950617284,1.9,6.724601812752076,101.72839506172839
79,4.413074286717208,Suburban,Regular,91,4.39,Morning,Economy,48,189.5605649707772,1.975,0.6909090909090909,5.705466697735355,57.99999999999999
73,2.8021934018688746,Urban,Regular,93,3.95,Night,Economy,90,357.0434721850994,1.825,2.923076923076923,7.5525992166471845,433.46153846153845
74,3.4165954829189302,Urban,Regular,45,4.07,Morning,Premium,99,417.1740953777763,1.85,1.6521739130434783,7.151565156281131,205.6521739130435
26,2.629200764425884,Urban,Gold,10,4.22,Morning,Premium,69,314.84471031916905,0.65,1.0,5.532898333566677,-19.999999999999996
99,3.713594492099215,Urban,Regular,74,4.21,Morning,Premium,160,629.9546011362719,1.2222222222222223,1.2666666666666666,6.883732067688404,54.81481481481484
80,4.09832769608397,Urban,Gold,85,4.22,Night,Economy,131,473.5617540035448,2.0,0.9047619047619048,6.754512334379388,80.95238095238095
78,3.888709293786176,Rural,Regular,5,4.35,Evening,Premium,100,317.88095784682014,1.95,1.0857142857142856,6.513229219705863,111.71428571428568
63,2.033671478440892,Urban,Gold,29,4.79,Evening,Premium,24,132.49921949173307,1.575,1.8333333333333333,5.9495781745737295,188.74999999999994
25,2.3095478330554635,Rural,Regular,30,4.44,Night,Economy,115,430.7858509781543,0.625,1.375,6.163029365566157,10.000000000000004
100,4.301206278525733,Urban,Regular,20,4.14,Evening,Economy,127,350.2265835541767,1.2345679012345678,0.76,5.849044621317122,-1.2345679012345756
46,2.3095478330554635,Urban,Silver,32,4.81,Afternoon,Economy,112,466.42747932165264,1.15,1.375,6.604673167883907,58.12499999999997
59,3.675352035949153,Urban,Regular,90,4.3,Night,Economy,145,651.7303890276737,1.475,1.3103448275862069,7.139372846395267,93.27586206896551
21,2.629200764425884,Rural,Gold,18,4.2,Morning,Premium,49,266.34807324582846,0.525,1.0,5.366342576786247,-19.999999999999993
64,2.179864811772348,Rural,Silver,48,4.67,Evening,Economy,64,266.38537677090085,1.6,1.5714285714285714,6.50842473685264,151.42857142857142
52,3.367537919264461,Suburban,Gold,72,3.6,Morning,Premium,101,303.803226426852,1.3,1.7272727272727273,6.526753004438772,124.54545454545456
100,4.434298078127612,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661913503604,1.2345679012345678,0.6785714285714286,6.125258510027205,-1.234567901234579
